2018-11-29 13:29:47.587875,31.3356653258,85.8829703467,0.861638,1.00326991081
2018-11-29 13:29:48.592316,30.1855998035,95.5969028424,0.960723,1.00497293472
2018-11-29 13:29:49.623865,27.764365041,80.2984714695,0.8284,1.03165102005
2018-11-29 13:29:50.625229,30.1800081382,95.9583441464,0.960901,1.0013730526
2018-11-29 13:29:51.658969,21.245405681,54.6371516644,0.564828,1.03378009796
2018-11-29 13:29:52.659342,28.8872737693,86.518113791,0.865433,1.00029110909
2018-11-29 13:29:53.659740,28.7481558058,86.9222894097,0.869621,1.00045800209
2018-11-29 13:29:54.678087,26.046353037,82.9559186613,0.844648,1.0181889534
2018-11-29 13:29:55.699821,23.8610041445,53.3140908205,0.544822,1.02190995216
2018-11-29 13:29:56.729592,31.7655127604,67.254989138,0.692575,1.02977490425
2018-11-29 13:29:57.758337,35.739814153,84.3116722732,0.86738,1.02877807617
2018-11-29 13:29:58.840766,35.1335438115,76.254328232,0.825422,1.08245921135
2018-11-29 13:29:59.866881,36.0568688936,81.0854788064,0.832019,1.02610111237
2018-11-29 13:30:00.883706,29.0636493922,98.1355816471,0.99781,1.01676678658
2018-11-29 13:30:01.898155,28.5894933612,89.6542570017,0.909425,1.01436901093
2018-11-29 13:30:02.906707,32.6904954076,87.9450582873,0.887108,1.00870704651
2018-11-29 13:30:03.909908,28.1376493808,99.1939651803,0.995108,1.0031940937
2018-11-29 13:30:04.944264,25.7376350247,86.3918539562,0.893633,1.03439497948
2018-11-29 13:30:05.975834,26.7267722077,97.9270127282,1.010223,1.03160810471
2018-11-29 13:30:07.010343,28.1474148055,99.5913069227,1.03029,1.03451800346
2018-11-29 13:30:08.011056,28.9573115603,93.1738791333,0.932407,1.00071716309
2018-11-29 13:30:09.037861,38.6620358139,75.5796482056,0.775955,1.02667188644
2018-11-29 13:30:10.071380,35.4796621421,84.531301872,0.87374,1.03362894058
2018-11-29 13:30:11.073400,40.4822242553,73.9564760612,0.741066,1.00202989578
2018-11-29 13:30:12.080425,34.4144383318,80.7912144134,0.813612,1.00705504417
2018-11-29 13:30:13.108707,32.8053089572,91.8983843495,0.944969,1.02827596664
2018-11-29 13:30:14.119379,34.9263229218,85.0002103382,0.858951,1.01052808762
2018-11-29 13:30:15.152638,30.2000597753,92.920962081,0.960263,1.03341913223
2018-11-29 13:30:16.175465,27.5707137751,95.748467428,0.9793,1.02278399467
2018-11-29 13:30:17.190818,28.2703893115,103.713186784,1.061181,1.02318811417
2018-11-29 13:30:18.224169,28.9040674003,96.7964991115,1.003319,1.03652405739
2018-11-29 13:30:19.223853,27.450193735,94.4620340539,0.94717,1.00269913673
2018-11-29 13:30:20.237846,28.5309418064,82.6981915647,0.841192,1.01718306541
2018-11-29 13:30:21.256678,32.7230657501,92.9815129394,0.947344,1.01885199547
2018-11-29 13:30:22.256924,30.6013837147,75.1309278355,0.7516,1.00038695335
2018-11-29 13:30:23.291255,31.6628732109,79.3951884629,0.821151,1.03425788879
2018-11-29 13:30:24.295109,33.8153632857,82.4778057273,0.828026,1.00393795967
2018-11-29 13:30:25.295480,30.4314880693,98.5489942611,0.985821,1.00033593178
2018-11-29 13:30:26.311527,29.7028232534,99.4268767342,1.010005,1.01582694054
2018-11-29 13:30:27.328287,30.0885271332,88.2256494916,0.897352,1.01711010933
2018-11-29 13:30:28.330448,31.5009174642,88.6936579731,0.888863,1.00217199326
2018-11-29 13:30:29.332549,28.9926783823,103.258198813,1.034744,1.00209379196
2018-11-29 13:30:30.342870,29.6713438254,96.7551320769,0.977374,1.01015210152
2018-11-29 13:30:31.365110,30.7830173514,85.7905344604,0.877107,1.02238202095
2018-11-29 13:30:32.369059,30.4696422549,94.8013869492,0.951767,1.00395894051
2018-11-29 13:30:33.397616,28.4849913563,98.9757157156,1.01808,1.02861595154
2018-11-29 13:30:34.405246,27.3949485906,90.1683840637,0.912577,1.01208090782
2018-11-29 13:30:35.407386,28.792780416,97.0177435426,0.972466,1.00235891342
2018-11-29 13:30:36.436023,33.6841727055,86.3169566031,0.890626,1.03180885315
2018-11-29 13:30:37.438910,32.5946028167,82.6000504682,0.828358,1.00285410881
2018-11-29 13:30:38.440468,33.7497001701,82.8455637569,0.829637,1.00142598152
2018-11-29 13:30:39.443647,33.5466437161,86.1579842017,0.864468,1.00335216522
2018-11-29 13:30:40.477958,31.0492540971,87.2146131534,0.901793,1.03399300575
2018-11-29 13:30:41.514475,29.4350500396,95.0241460115,0.98522,1.03681015968
2018-11-29 13:30:42.546633,31.7322064388,88.5363661748,0.913898,1.03222894669
2018-11-29 13:30:43.644813,31.5383943561,75.0687165617,0.824392,1.09818315506
2018-11-29 13:30:44.684660,25.4646550588,64.2104267726,0.667592,1.03969407082
2018-11-29 13:30:45.854014,24.8474582131,79.1763897498,0.925648,1.16909599304
2018-11-29 13:30:46.884922,24.8044823159,66.4686945143,0.68536,1.03110194206
2018-11-29 13:30:47.885987,28.4203944751,66.7660087694,0.668534,1.001308918
2018-11-29 13:30:48.887316,32.3130688964,80.4581386002,0.804628,1.00005793571
2018-11-29 13:30:49.920397,28.1117854335,89.4318302986,0.924879,1.03417205811
2018-11-29 13:30:50.939460,30.9400658917,91.9672415633,0.937296,1.0191628933
2018-11-29 13:30:51.955941,31.5290106309,87.3594624238,0.888071,1.01657104492
2018-11-29 13:30:52.957433,31.6220532199,94.7266136114,0.948705,1.00151896477
2018-11-29 13:30:53.960403,29.925903463,99.951532324,1.002476,1.00296211243
2018-11-29 13:30:55.008454,28.7410769601,89.6753400823,0.939422,1.04758119583
2018-11-29 13:30:56.025827,33.169412238,91.8188026481,0.934596,1.01786994934
